synset,pictogram_id,primary_keyword,image_url
05266592-n,28683,short hair,https://api.arasaac.org/api/pictograms/28683
05262259-n,28683,short hair,https://api.arasaac.org/api/pictograms/28683
01438878-a,28683,short hair,https://api.arasaac.org/api/pictograms/28683
07820299-n,28685,baked rice,https://api.arasaac.org/api/pictograms/28685
00619151-s,28685,baked rice,https://api.arasaac.org/api/pictograms/28685
02020375-v,28687,enter,https://api.arasaac.org/api/pictograms/28687
01187837-v,28669,lunch,https://api.arasaac.org/api/pictograms/28669
02644022-v,28677,wait,https://api.arasaac.org/api/pictograms/28677
01170315-v,28675,eat dinner,https://api.arasaac.org/api/pictograms/28675
03893954-n,28697,parachute,https://api.arasaac.org/api/pictograms/28697
00456623-n,28695,Blind man's buff,https://api.arasaac.org/api/pictograms/28695
10702573-n,28703,swimmer,https://api.arasaac.org/api/pictograms/28703
02019450-v,28689,exit,https://api.arasaac.org/api/pictograms/28689
00114629-a,28671,angry,https://api.arasaac.org/api/pictograms/28671
00115265-s,28671,angry,https://api.arasaac.org/api/pictograms/28671
01811355-s,28671,angry,https://api.arasaac.org/api/pictograms/28671
01348155-s,28705,boring,https://api.arasaac.org/api/pictograms/28705
02440540-a,28709,tired,https://api.arasaac.org/api/pictograms/28709
02442263-s,28709,tired,https://api.arasaac.org/api/pictograms/28709
00456623-n,28693,Blind man's buff,https://api.arasaac.org/api/pictograms/28693
14388761-n,28729,fever,https://api.arasaac.org/api/pictograms/28729
01483990-v,28691,hang,https://api.arasaac.org/api/pictograms/28691
14395318-n,28732,diarrhoea,https://api.arasaac.org/api/pictograms/28732
14394566-n,28737,constipation,https://api.arasaac.org/api/pictograms/28737
01511000-v,28727,throw a dart,https://api.arasaac.org/api/pictograms/28727
00076153-v,28739,vomit,https://api.arasaac.org/api/pictograms/28739
02552072-a,28741,ill,https://api.arasaac.org/api/pictograms/28741
14085287-n,28741,ill,https://api.arasaac.org/api/pictograms/28741
10425439-n,28741,ill,https://api.arasaac.org/api/pictograms/28741
00087206-v,28741,ill,https://api.arasaac.org/api/pictograms/28741
00826475-s,28713,worry,https://api.arasaac.org/api/pictograms/28713
01771015-v,28713,worry,https://api.arasaac.org/api/pictograms/28713
01769760-v,28713,worry,https://api.arasaac.org/api/pictograms/28713
07539481-n,28713,worry,https://api.arasaac.org/api/pictograms/28713
06427849-n,28717,catalogue,https://api.arasaac.org/api/pictograms/28717
02154622-v,28751,examine,https://api.arasaac.org/api/pictograms/28751
02135744-v,28751,examine,https://api.arasaac.org/api/pictograms/28751
14350016-n,28753,headache,https://api.arasaac.org/api/pictograms/28753
11819447-n,28725,ivy,https://api.arasaac.org/api/pictograms/28725
14350016-n,28754,headache,https://api.arasaac.org/api/pictograms/28754
14347383-n,28758,toothache,https://api.arasaac.org/api/pictograms/28758
14347383-n,28757,toothache,https://api.arasaac.org/api/pictograms/28757
06427849-n,28721,toys' catalog,https://api.arasaac.org/api/pictograms/28721
03971038-n,28721,toys' catalog,https://api.arasaac.org/api/pictograms/28721
14208468-n,28761,sore throat,https://api.arasaac.org/api/pictograms/28761
14145979-n,28749,flu,https://api.arasaac.org/api/pictograms/28749
05568420-n,28769,leg pain,https://api.arasaac.org/api/pictograms/28769
14346126-n,28769,leg pain,https://api.arasaac.org/api/pictograms/28769
14383864-n,28769,leg pain,https://api.arasaac.org/api/pictograms/28769
05568420-n,28770,leg pain,https://api.arasaac.org/api/pictograms/28770
14346126-n,28770,leg pain,https://api.arasaac.org/api/pictograms/28770
14383864-n,28770,leg pain,https://api.arasaac.org/api/pictograms/28770
05571403-n,28773,arm pain,https://api.arasaac.org/api/pictograms/28773
14346126-n,28773,arm pain,https://api.arasaac.org/api/pictograms/28773
14383864-n,28773,arm pain,https://api.arasaac.org/api/pictograms/28773
14350671-n,28766,stomach ache,https://api.arasaac.org/api/pictograms/28766
05571403-n,28774,arm pain,https://api.arasaac.org/api/pictograms/28774
14346126-n,28774,arm pain,https://api.arasaac.org/api/pictograms/28774
14383864-n,28774,arm pain,https://api.arasaac.org/api/pictograms/28774
02552072-a,28742,ill,https://api.arasaac.org/api/pictograms/28742
14085287-n,28742,ill,https://api.arasaac.org/api/pictograms/28742
10425439-n,28742,ill,https://api.arasaac.org/api/pictograms/28742
00087206-v,28742,ill,https://api.arasaac.org/api/pictograms/28742
14347092-n,28777,earache,https://api.arasaac.org/api/pictograms/28777
05328447-n,28777,earache,https://api.arasaac.org/api/pictograms/28777
14208468-n,28762,sore throat,https://api.arasaac.org/api/pictograms/28762
05566350-n,28786,backache,https://api.arasaac.org/api/pictograms/28786
14346126-n,28786,backache,https://api.arasaac.org/api/pictograms/28786
14349311-n,28781,chest pain,https://api.arasaac.org/api/pictograms/28781
05566889-n,28789,butt pain,https://api.arasaac.org/api/pictograms/28789
14346126-n,28789,butt pain,https://api.arasaac.org/api/pictograms/28789
05566889-n,28790,butt pain,https://api.arasaac.org/api/pictograms/28790
14346126-n,28790,butt pain,https://api.arasaac.org/api/pictograms/28790
05566350-n,28785,backache,https://api.arasaac.org/api/pictograms/28785
14346126-n,28785,backache,https://api.arasaac.org/api/pictograms/28785
00034941-v,28793,blow the nose,https://api.arasaac.org/api/pictograms/28793
00034941-v,28794,blow the nose,https://api.arasaac.org/api/pictograms/28794
14347092-n,28778,earache,https://api.arasaac.org/api/pictograms/28778
05328447-n,28778,earache,https://api.arasaac.org/api/pictograms/28778
05266468-n,28803,hair bangs,https://api.arasaac.org/api/pictograms/28803
01612154-s,28809,snub-nosed,https://api.arasaac.org/api/pictograms/28809
04235643-n,28815,ski boots,https://api.arasaac.org/api/pictograms/28815
01620084-n,28819,lammergeyer,https://api.arasaac.org/api/pictograms/28819
00633959-n,28823,eye examination,https://api.arasaac.org/api/pictograms/28823
05746988-n,28823,eye examination,https://api.arasaac.org/api/pictograms/28823
00637093-n,28823,eye examination,https://api.arasaac.org/api/pictograms/28823
04256815-n,28823,eye examination,https://api.arasaac.org/api/pictograms/28823
00633959-n,28824,eye examination,https://api.arasaac.org/api/pictograms/28824
05746988-n,28824,eye examination,https://api.arasaac.org/api/pictograms/28824
00637093-n,28824,eye examination,https://api.arasaac.org/api/pictograms/28824
04256815-n,28824,eye examination,https://api.arasaac.org/api/pictograms/28824
02537291-v,28825,test,https://api.arasaac.org/api/pictograms/28825
01612154-s,28807,snub-nosed,https://api.arasaac.org/api/pictograms/28807
02154622-v,28801,examine,https://api.arasaac.org/api/pictograms/28801
02135744-v,28801,examine,https://api.arasaac.org/api/pictograms/28801
14350671-n,28765,stomach ache,https://api.arasaac.org/api/pictograms/28765
01298740-v,28838,suture,https://api.arasaac.org/api/pictograms/28838
11557957-n,28843,moss,https://api.arasaac.org/api/pictograms/28843
01298740-v,28837,suture,https://api.arasaac.org/api/pictograms/28837
02332897-n,28845,mouse,https://api.arasaac.org/api/pictograms/28845
12283070-n,28849,chestnut tree,https://api.arasaac.org/api/pictograms/28849
00015939-v,28831,hibernate,https://api.arasaac.org/api/pictograms/28831
12338895-n,28853,walnut tree,https://api.arasaac.org/api/pictograms/28853
12309340-n,28857,hazel,https://api.arasaac.org/api/pictograms/28857
14349311-n,28782,chest pain,https://api.arasaac.org/api/pictograms/28782
01159300-v,28835,have tea,https://api.arasaac.org/api/pictograms/28835
01175702-v,28835,have tea,https://api.arasaac.org/api/pictograms/28835
13140629-n,28861,brambles,https://api.arasaac.org/api/pictograms/28861
10582611-n,28865,scout,https://api.arasaac.org/api/pictograms/28865
10582611-n,28866,scout,https://api.arasaac.org/api/pictograms/28866
00460031-s,28873,naked,https://api.arasaac.org/api/pictograms/28873
00099759-n,28885,self-service,https://api.arasaac.org/api/pictograms/28885
13408652-n,28833,change,https://api.arasaac.org/api/pictograms/28833
02314987-v,28833,change,https://api.arasaac.org/api/pictograms/28833
02364552-v,28833,change,https://api.arasaac.org/api/pictograms/28833
02939042-n,28889,coffee bar,https://api.arasaac.org/api/pictograms/28889
09049281-n,28899,The Wind Comb,https://api.arasaac.org/api/pictograms/28899
04164381-n,28899,The Wind Comb,https://api.arasaac.org/api/pictograms/28899
02985251-n,28901,catamaran,https://api.arasaac.org/api/pictograms/28901
02537291-v,28826,test,https://api.arasaac.org/api/pictograms/28826
07159542-n,28895,news conference,https://api.arasaac.org/api/pictograms/28895
06806283-n,28881,poster,https://api.arasaac.org/api/pictograms/28881
06280609-n,28881,poster,https://api.arasaac.org/api/pictograms/28881
02938025-n,28909,funicular,https://api.arasaac.org/api/pictograms/28909
10295742-n,28917,logger,https://api.arasaac.org/api/pictograms/28917
07884316-n,28923,three-delight-rice,https://api.arasaac.org/api/pictograms/28923
05862385-n,28913,boat,https://api.arasaac.org/api/pictograms/28913
04165868-n,28913,boat,https://api.arasaac.org/api/pictograms/28913
02861626-n,28913,boat,https://api.arasaac.org/api/pictograms/28913
02936275-n,28913,boat,https://api.arasaac.org/api/pictograms/28913
02536465-n,28930,anchovy,https://api.arasaac.org/api/pictograms/28930
02536796-n,28930,anchovy,https://api.arasaac.org/api/pictograms/28930
01973921-n,28934,baby squid,https://api.arasaac.org/api/pictograms/28934
02927500-n,28905,tourist bus,https://api.arasaac.org/api/pictograms/28905
05862385-n,28905,tourist bus,https://api.arasaac.org/api/pictograms/28905
00311492-n,28905,tourist bus,https://api.arasaac.org/api/pictograms/28905
04306353-n,28877,stand,https://api.arasaac.org/api/pictograms/28877
02923176-n,28926,holiday cottage,https://api.arasaac.org/api/pictograms/28926
02798192-n,28950,barrels,https://api.arasaac.org/api/pictograms/28950
01930264-v,28921,run,https://api.arasaac.org/api/pictograms/28921
01918940-v,28921,run,https://api.arasaac.org/api/pictograms/28921
03254272-n,28944,Tamborrada of Donostia,https://api.arasaac.org/api/pictograms/28944
00518784-n,28944,Tamborrada of Donostia,https://api.arasaac.org/api/pictograms/28944
09049281-n,28944,Tamborrada of Donostia,https://api.arasaac.org/api/pictograms/28944
01973921-n,28942,baby squids in ink sauce,https://api.arasaac.org/api/pictograms/28942
05411941-n,28942,baby squids in ink sauce,https://api.arasaac.org/api/pictograms/28942
02536465-n,28958,anchovies,https://api.arasaac.org/api/pictograms/28958
02536796-n,28958,anchovies,https://api.arasaac.org/api/pictograms/28958
09049281-n,28960,San Sebastian,https://api.arasaac.org/api/pictograms/28960
07920877-n,28954,patxaran,https://api.arasaac.org/api/pictograms/28954
01973921-n,28938,can of squids,https://api.arasaac.org/api/pictograms/28938
02950393-n,28938,can of squids,https://api.arasaac.org/api/pictograms/28938
03254272-n,28952,Tamborrada of Donostia,https://api.arasaac.org/api/pictograms/28952
00518784-n,28952,Tamborrada of Donostia,https://api.arasaac.org/api/pictograms/28952
09049281-n,28952,Tamborrada of Donostia,https://api.arasaac.org/api/pictograms/28952
01000444-v,28893,record,https://api.arasaac.org/api/pictograms/28893
09007158-n,28969,Portugal,https://api.arasaac.org/api/pictograms/28969
08784821-n,28970,Germany,https://api.arasaac.org/api/pictograms/28970
08819530-n,28971,Italy,https://api.arasaac.org/api/pictograms/28971
08868745-n,28972,Belgium,https://api.arasaac.org/api/pictograms/28972
03033797-n,28946,cider house,https://api.arasaac.org/api/pictograms/28946
07937695-n,28946,cider house,https://api.arasaac.org/api/pictograms/28946
03550330-n,28946,cider house,https://api.arasaac.org/api/pictograms/28946
03327044-n,28946,cider house,https://api.arasaac.org/api/pictograms/28946
08798733-n,28973,Greece,https://api.arasaac.org/api/pictograms/28973
08831830-n,28975,Romania,https://api.arasaac.org/api/pictograms/28975
09028783-n,28976,Russia,https://api.arasaac.org/api/pictograms/28976
09054023-n,28978,Switzerland,https://api.arasaac.org/api/pictograms/28978
08783723-n,28977,Sweden,https://api.arasaac.org/api/pictograms/28977
03356108-n,28962,traineras,https://api.arasaac.org/api/pictograms/28962
07474480-n,28962,traineras,https://api.arasaac.org/api/pictograms/28962
00450680-n,28962,traineras,https://api.arasaac.org/api/pictograms/28962
08864547-n,28980,Austria,https://api.arasaac.org/api/pictograms/28980
08835482-n,28966,Bosnia and Herzegovina,https://api.arasaac.org/api/pictograms/28966
08949695-n,28968,France,https://api.arasaac.org/api/pictograms/28968
09045488-n,28979,Andorra,https://api.arasaac.org/api/pictograms/28979
09004957-n,28985,Poland,https://api.arasaac.org/api/pictograms/28985
08781940-n,28982,Norway,https://api.arasaac.org/api/pictograms/28982
08833710-n,28986,Croatia,https://api.arasaac.org/api/pictograms/28986
08834821-n,28987,Serbia,https://api.arasaac.org/api/pictograms/28987
01984709-n,28988,king crab,https://api.arasaac.org/api/pictograms/28988
00456623-n,29004,Twister game,https://api.arasaac.org/api/pictograms/29004
10793062-n,29006,stone-lifting,https://api.arasaac.org/api/pictograms/29006
04333222-n,29006,stone-lifting,https://api.arasaac.org/api/pictograms/29006
09438954-n,29006,stone-lifting,https://api.arasaac.org/api/pictograms/29006
00311492-n,29008,tour train,https://api.arasaac.org/api/pictograms/29008
04475240-n,29008,tour train,https://api.arasaac.org/api/pictograms/29008
08779077-n,28981,Denmark,https://api.arasaac.org/api/pictograms/28981
07715748-n,29012,spaghetti,https://api.arasaac.org/api/pictograms/29012
06816703-n,29016,SOS,https://api.arasaac.org/api/pictograms/29016
08797356-n,28983,Finland,https://api.arasaac.org/api/pictograms/28983
00187671-v,29018,put in the contact lenses,https://api.arasaac.org/api/pictograms/29018
02906451-n,28996,skewered mushroom,https://api.arasaac.org/api/pictograms/28996
13021801-n,28996,skewered mushroom,https://api.arasaac.org/api/pictograms/28996
00187671-v,29020,insert a tampon,https://api.arasaac.org/api/pictograms/29020
00436641-v,29026,roll up sanitary pad,https://api.arasaac.org/api/pictograms/29026
08879115-n,28974,United Kingdom,https://api.arasaac.org/api/pictograms/28974
00050369-v,29028,put on sanitary pad,https://api.arasaac.org/api/pictograms/29028
01265779-v,29030,peel off sanitary napkin,https://api.arasaac.org/api/pictograms/29030
01366351-v,29034,put soap on,https://api.arasaac.org/api/pictograms/29034
00143024-v,29032,roll,https://api.arasaac.org/api/pictograms/29032
02410046-v,29022,take the tampon out,https://api.arasaac.org/api/pictograms/29022
03810720-n,29036,nailbrush,https://api.arasaac.org/api/pictograms/29036
08731965-n,28984,Bulgaria,https://api.arasaac.org/api/pictograms/28984
00050171-v,29024,take off the sanitary napkin,https://api.arasaac.org/api/pictograms/29024
00456623-n,29048,palm game,https://api.arasaac.org/api/pictograms/29048
01853600-a,29062,miss,https://api.arasaac.org/api/pictograms/29062
02638919-v,29062,miss,https://api.arasaac.org/api/pictograms/29062
01853600-a,29063,miss,https://api.arasaac.org/api/pictograms/29063
02638919-v,29063,miss,https://api.arasaac.org/api/pictograms/29063
01216829-v,29052,take the towel,https://api.arasaac.org/api/pictograms/29052
02256551-v,29070,pay,https://api.arasaac.org/api/pictograms/29070
01853600-a,29064,miss,https://api.arasaac.org/api/pictograms/29064
02638919-v,29064,miss,https://api.arasaac.org/api/pictograms/29064
02674410-n,29072,accessories,https://api.arasaac.org/api/pictograms/29072
01246373-v,29040,brush nails,https://api.arasaac.org/api/pictograms/29040
01246546-v,29040,brush nails,https://api.arasaac.org/api/pictograms/29040
01853600-a,29065,miss,https://api.arasaac.org/api/pictograms/29065
02638919-v,29065,miss,https://api.arasaac.org/api/pictograms/29065
04508665-n,29054,turnstile,https://api.arasaac.org/api/pictograms/29054
13681796-n,29076,kilometer,https://api.arasaac.org/api/pictograms/29076
07471429-n,29082,duathlon,https://api.arasaac.org/api/pictograms/29082
00619273-s,29044,grilled fish,https://api.arasaac.org/api/pictograms/29044
07791351-n,29044,grilled fish,https://api.arasaac.org/api/pictograms/29044
,29078,Ç,https://api.arasaac.org/api/pictograms/29078
03602662-n,29088,jewelry,https://api.arasaac.org/api/pictograms/29088
10675033-n,29084,flight attendant,https://api.arasaac.org/api/pictograms/29084
00005041-v,29092,inhale,https://api.arasaac.org/api/pictograms/29092
01244955-v,29094,beat the table,https://api.arasaac.org/api/pictograms/29094
01401573-v,29094,beat the table,https://api.arasaac.org/api/pictograms/29094
13681046-n,29074,metre,https://api.arasaac.org/api/pictograms/29074
07596911-n,29090,snack,https://api.arasaac.org/api/pictograms/29090
07592939-n,29090,snack,https://api.arasaac.org/api/pictograms/29090
01244955-v,29097,beat the table,https://api.arasaac.org/api/pictograms/29097
01401573-v,29097,beat the table,https://api.arasaac.org/api/pictograms/29097
15271664-n,29104,moment,https://api.arasaac.org/api/pictograms/29104
05567541-n,29086,extremities,https://api.arasaac.org/api/pictograms/29086
15271664-n,29105,moment,https://api.arasaac.org/api/pictograms/29105
15271664-n,29107,moment,https://api.arasaac.org/api/pictograms/29107
15271664-n,29106,moment,https://api.arasaac.org/api/pictograms/29106
00952816-n,29112,computer technician,https://api.arasaac.org/api/pictograms/29112
09638837-n,29112,computer technician,https://api.arasaac.org/api/pictograms/29112
00952816-n,29114,computing engineer,https://api.arasaac.org/api/pictograms/29114
02600976-v,29114,computing engineer,https://api.arasaac.org/api/pictograms/29114
02449024-v,29114,computing engineer,https://api.arasaac.org/api/pictograms/29114
09638837-n,29114,computing engineer,https://api.arasaac.org/api/pictograms/29114
01244955-v,29095,beat the table,https://api.arasaac.org/api/pictograms/29095
01401573-v,29095,beat the table,https://api.arasaac.org/api/pictograms/29095
01244955-v,29096,beat the table,https://api.arasaac.org/api/pictograms/29096
01401573-v,29096,beat the table,https://api.arasaac.org/api/pictograms/29096
10280497-n,29119,life guard,https://api.arasaac.org/api/pictograms/29119
02155378-v,29123,watch television,https://api.arasaac.org/api/pictograms/29123
10280497-n,29118,life guard,https://api.arasaac.org/api/pictograms/29118
02155378-v,29124,watch television,https://api.arasaac.org/api/pictograms/29124
00687584-v,29129,reject,https://api.arasaac.org/api/pictograms/29129
02242120-v,29129,reject,https://api.arasaac.org/api/pictograms/29129
02155378-v,29125,watch television,https://api.arasaac.org/api/pictograms/29125
10280497-n,29117,life guard,https://api.arasaac.org/api/pictograms/29117
05557463-n,29136,torso,https://api.arasaac.org/api/pictograms/29136
00479273-n,29116,soccer,https://api.arasaac.org/api/pictograms/29116
07471429-n,29138,triathlon,https://api.arasaac.org/api/pictograms/29138
05746988-n,29133,diagnostic tests,https://api.arasaac.org/api/pictograms/29133
01513208-v,29140,switch off the air-conditioning,https://api.arasaac.org/api/pictograms/29140
07866305-n,29144,cheese,https://api.arasaac.org/api/pictograms/29144
09408804-n,29144,cheese,https://api.arasaac.org/api/pictograms/29144
01401573-v,29102,beat the door,https://api.arasaac.org/api/pictograms/29102
02423521-v,29151,play with the tablet,https://api.arasaac.org/api/pictograms/29151
01075360-v,29151,play with the tablet,https://api.arasaac.org/api/pictograms/29151
07723196-n,29131,vegetable,https://api.arasaac.org/api/pictograms/29131
12232878-n,29131,vegetable,https://api.arasaac.org/api/pictograms/29131
02423521-v,29153,play with the computer,https://api.arasaac.org/api/pictograms/29153
01075360-v,29153,play with the computer,https://api.arasaac.org/api/pictograms/29153
02792510-n,29147,tapas bar,https://api.arasaac.org/api/pictograms/29147
13800883-n,29157,motorhome parking,https://api.arasaac.org/api/pictograms/29157
00747485-v,29159,order a taxi,https://api.arasaac.org/api/pictograms/29159
08674524-n,29155,stop,https://api.arasaac.org/api/pictograms/29155
07676747-n,29161,t-bone steak,https://api.arasaac.org/api/pictograms/29161
14323139-n,29165,symptoms,https://api.arasaac.org/api/pictograms/29165
05227735-n,29145,body parts,https://api.arasaac.org/api/pictograms/29145
07859612-n,29163,fried eggs with chips,https://api.arasaac.org/api/pictograms/29163
07726825-n,29163,fried eggs with chips,https://api.arasaac.org/api/pictograms/29163
00481377-n,29171,jai alai,https://api.arasaac.org/api/pictograms/29171
07795723-n,29173,monkfish,https://api.arasaac.org/api/pictograms/29173
02550878-n,29173,monkfish,https://api.arasaac.org/api/pictograms/29173
15154879-n,29175,what time is it?,https://api.arasaac.org/api/pictograms/29175
07211342-n,29175,what time is it?,https://api.arasaac.org/api/pictograms/29175
01765887-s,29177,No drinking allowed,https://api.arasaac.org/api/pictograms/29177
01765887-s,29183,No recording allowed ,https://api.arasaac.org/api/pictograms/29183
15180180-n,29149,How many days?,https://api.arasaac.org/api/pictograms/29149
07211342-n,29149,How many days?,https://api.arasaac.org/api/pictograms/29149
01378747-v,29169,moisten lips,https://api.arasaac.org/api/pictograms/29169
00218382-v,29169,moisten lips,https://api.arasaac.org/api/pictograms/29169
00791970-v,29167,dial 112,https://api.arasaac.org/api/pictograms/29167
00791110-v,29167,dial 112,https://api.arasaac.org/api/pictograms/29167
07685636-n,29191,dry ham dish,https://api.arasaac.org/api/pictograms/29191
07597172-n,29187,tapa,https://api.arasaac.org/api/pictograms/29187
07596911-n,29187,tapa,https://api.arasaac.org/api/pictograms/29187
07597172-n,29188,pincho,https://api.arasaac.org/api/pictograms/29188
07596911-n,29188,pincho,https://api.arasaac.org/api/pictograms/29188
02906451-n,29188,pincho,https://api.arasaac.org/api/pictograms/29188
07674287-n,29193,pork loin,https://api.arasaac.org/api/pictograms/29193
07684447-n,29193,pork loin,https://api.arasaac.org/api/pictograms/29193
01765887-s,29181,no photographing allowed,https://api.arasaac.org/api/pictograms/29181
02155378-v,29198,see the fireworks,https://api.arasaac.org/api/pictograms/29198
07908788-n,29197,chacoli,https://api.arasaac.org/api/pictograms/29197
07805039-n,29200,cod omelette,https://api.arasaac.org/api/pictograms/29200
07858729-n,29200,cod omelette,https://api.arasaac.org/api/pictograms/29200
01765887-s,29179,No eating allowed,https://api.arasaac.org/api/pictograms/29179
00662334-n,29203,animal-assisted therapy,https://api.arasaac.org/api/pictograms/29203
07660576-n,29195,chips and chicken,https://api.arasaac.org/api/pictograms/29195
07726825-n,29195,chips and chicken,https://api.arasaac.org/api/pictograms/29195
02106280-v,29206,travel,https://api.arasaac.org/api/pictograms/29206
01845021-v,29206,travel,https://api.arasaac.org/api/pictograms/29206
01839438-v,29206,travel,https://api.arasaac.org/api/pictograms/29206
02977363-n,29212,carving knife,https://api.arasaac.org/api/pictograms/29212
00036925-v,29210,lather the hands,https://api.arasaac.org/api/pictograms/29210
03628765-n,29216,ham knife,https://api.arasaac.org/api/pictograms/29216
07645903-n,29226,chocolate cake,https://api.arasaac.org/api/pictograms/29226
07644185-n,29230,cream cake,https://api.arasaac.org/api/pictograms/29230
07644479-n,29230,cream cake,https://api.arasaac.org/api/pictograms/29230
03893954-n,29234,parachute game,https://api.arasaac.org/api/pictograms/29234
00431591-n,29234,parachute game,https://api.arasaac.org/api/pictograms/29234
02897203-n,29220,bread knife,https://api.arasaac.org/api/pictograms/29220
02074224-v,29246,pour,https://api.arasaac.org/api/pictograms/29246
02073479-v,29246,pour,https://api.arasaac.org/api/pictograms/29246
06530710-n,29208,ticket,https://api.arasaac.org/api/pictograms/29208
07820299-n,29250,rice and clams,https://api.arasaac.org/api/pictograms/29250
07802662-n,29250,rice and clams,https://api.arasaac.org/api/pictograms/29250
07805039-n,29248,cod with green peppers,https://api.arasaac.org/api/pictograms/29248
07736763-n,29248,cod with green peppers,https://api.arasaac.org/api/pictograms/29248
13772555-n,29256,100,https://api.arasaac.org/api/pictograms/29256
06820056-n,29256,100,https://api.arasaac.org/api/pictograms/29256
13603216-n,29256,100,https://api.arasaac.org/api/pictograms/29256
02203776-s,29256,100,https://api.arasaac.org/api/pictograms/29256
07597172-n,29185,tapa,https://api.arasaac.org/api/pictograms/29185
07596911-n,29185,tapa,https://api.arasaac.org/api/pictograms/29185
07822197-n,29185,tapa,https://api.arasaac.org/api/pictograms/29185
13772984-n,29258,one thousand,https://api.arasaac.org/api/pictograms/29258
06820056-n,29258,one thousand,https://api.arasaac.org/api/pictograms/29258
13603216-n,29258,one thousand,https://api.arasaac.org/api/pictograms/29258
02206421-s,29258,one thousand,https://api.arasaac.org/api/pictograms/29258
13768652-n,29254,10,https://api.arasaac.org/api/pictograms/29254
06820056-n,29254,10,https://api.arasaac.org/api/pictograms/29254
13603216-n,29254,10,https://api.arasaac.org/api/pictograms/29254
02194935-s,29254,10,https://api.arasaac.org/api/pictograms/29254
13768812-n,29260,11,https://api.arasaac.org/api/pictograms/29260
06820056-n,29260,11,https://api.arasaac.org/api/pictograms/29260
13603216-n,29260,11,https://api.arasaac.org/api/pictograms/29260
02195018-s,29260,11,https://api.arasaac.org/api/pictograms/29260
13603216-n,29264,13,https://api.arasaac.org/api/pictograms/29264
06820056-n,29264,13,https://api.arasaac.org/api/pictograms/29264
13769339-n,29264,13,https://api.arasaac.org/api/pictograms/29264
02195245-s,29264,13,https://api.arasaac.org/api/pictograms/29264
13603216-n,29266,14,https://api.arasaac.org/api/pictograms/29266
06820056-n,29266,14,https://api.arasaac.org/api/pictograms/29266
13769488-n,29266,14,https://api.arasaac.org/api/pictograms/29266
02195338-s,29266,14,https://api.arasaac.org/api/pictograms/29266
13603216-n,29268,15,https://api.arasaac.org/api/pictograms/29268
06820056-n,29268,15,https://api.arasaac.org/api/pictograms/29268
13769609-n,29268,15,https://api.arasaac.org/api/pictograms/29268
02195432-s,29268,15,https://api.arasaac.org/api/pictograms/29268
00662334-n,29202,animal-assisted therapy,https://api.arasaac.org/api/pictograms/29202
13603216-n,29270,16,https://api.arasaac.org/api/pictograms/29270
06820056-n,29270,16,https://api.arasaac.org/api/pictograms/29270
13769746-n,29270,16,https://api.arasaac.org/api/pictograms/29270
02195542-s,29270,16,https://api.arasaac.org/api/pictograms/29270
00910891-n,29240,spinning game,https://api.arasaac.org/api/pictograms/29240
00431591-n,29240,spinning game,https://api.arasaac.org/api/pictograms/29240
13603216-n,29274,18,https://api.arasaac.org/api/pictograms/29274
06820056-n,29274,18,https://api.arasaac.org/api/pictograms/29274
13770005-n,29274,18,https://api.arasaac.org/api/pictograms/29274
02195747-s,29274,18,https://api.arasaac.org/api/pictograms/29274
13603216-n,29276,19,https://api.arasaac.org/api/pictograms/29276
06820056-n,29276,19,https://api.arasaac.org/api/pictograms/29276
13770129-n,29276,19,https://api.arasaac.org/api/pictograms/29276
02195844-s,29276,19,https://api.arasaac.org/api/pictograms/29276
13603216-n,29282,22,https://api.arasaac.org/api/pictograms/29282
06820056-n,29282,22,https://api.arasaac.org/api/pictograms/29282
04510146-n,29282,22,https://api.arasaac.org/api/pictograms/29282
02196164-s,29282,22,https://api.arasaac.org/api/pictograms/29282
13603216-n,29280,21,https://api.arasaac.org/api/pictograms/29280
06820056-n,29280,21,https://api.arasaac.org/api/pictograms/29280
13770386-n,29280,21,https://api.arasaac.org/api/pictograms/29280
02196070-s,29280,21,https://api.arasaac.org/api/pictograms/29280
13603216-n,29284,23,https://api.arasaac.org/api/pictograms/29284
06820056-n,29284,23,https://api.arasaac.org/api/pictograms/29284
13770633-n,29284,23,https://api.arasaac.org/api/pictograms/29284
02196259-s,29284,23,https://api.arasaac.org/api/pictograms/29284
13603216-n,29286,24,https://api.arasaac.org/api/pictograms/29286
06820056-n,29286,24,https://api.arasaac.org/api/pictograms/29286
13770762-n,29286,24,https://api.arasaac.org/api/pictograms/29286
02196359-s,29286,24,https://api.arasaac.org/api/pictograms/29286
13603216-n,29278,two hundred,https://api.arasaac.org/api/pictograms/29278
06820056-n,29278,two hundred,https://api.arasaac.org/api/pictograms/29278
02205971-s,29278,two hundred,https://api.arasaac.org/api/pictograms/29278
13603216-n,29288,25,https://api.arasaac.org/api/pictograms/29288
06820056-n,29288,25,https://api.arasaac.org/api/pictograms/29288
13770903-n,29288,25,https://api.arasaac.org/api/pictograms/29288
02196456-s,29288,25,https://api.arasaac.org/api/pictograms/29288
13603216-n,29262,12,https://api.arasaac.org/api/pictograms/29262
06820056-n,29262,12,https://api.arasaac.org/api/pictograms/29262
13768925-n,29262,12,https://api.arasaac.org/api/pictograms/29262
02195104-s,29262,12,https://api.arasaac.org/api/pictograms/29262
13603216-n,29272,17,https://api.arasaac.org/api/pictograms/29272
06820056-n,29272,17,https://api.arasaac.org/api/pictograms/29272
